text,therapy,disorder,source,citation
"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before.    I feel like I don't want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss thi",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have been feeling more and more down for over a month. I have started having trouble sleeping due to panic attacks, but they are almost never triggered by something that I know of.",Sleep Therapy,Anxiety,huggingface_counseling,
"Patient presents with pressure, work-life imbalance, deadline anxiety. Patient reports significant distress.",Cognitive Behavioral Therapy,Stress,clinical_knowledge_graph,CBT for stress management: problem-solving + cognitive restructuring
"For the past four weeks, I've been having nightmares and hearing voices telling me of horrible things. They're not random voices, but rather, the voices of those I care about.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with uncontrollable worry, excessive worry, restlessness. This has persisted for several months.",Cognitive Behavioral Therapy,Anxiety,clinical_knowledge_graph,NICE CG113: CBT recommended as first-line psychological intervention for GAD
"Patient presents with survivor guilt, avoidance, detachment. Impact on work and relationships noted.",EMDR Therapy,PTSD,clinical_knowledge_graph,NICE 2018: Trauma-focused EMDR for PTSD — 8-12 sessions
I avoid talking to him because he always makes me more upset. I can't be honest with him about anything because he is always rude to me.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"How do you know you have the right therapist for you?
 How would I know how to ""train"" my therapist to be able to give me what I need from treatment?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm fine when we start becoming intimate, but out of nowhere, I will get a flashback of what happened to me in the past. I start hysterically crying and freaking out when my boyfriend obviously has done nothing to hurt me.",Cognitive Behavioral Therapy,PTSD,huggingface_counseling,
"I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I don't know what to do. I want to sit down with a psychologist, but I cannot afford one, nor do I have my own health insurance. I can feel myself starting to get violent. I throw things of value ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Every day for five years, my husband mentally abused me and said he will change. I have a child with him. I try so hard to stay strong for her, but at this point, I am completely broken. I am holding on to nothing but hope and have been for years. Is there any hope or am I wasting my time?",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My husband doesn’t trust me for some past we had. I know all marriages have their ups and downs, but sometimes, I feel I am getting tired of the same thing over and over: that I am messing around, which I am not.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with lying awake, sleep onset difficulty.",Sleep Therapy,Insomnia,clinical_knowledge_graph,AASM 2021: CBT-I (Cognitive Behavioral Therapy for Insomnia) — first-line
"Patient presents with self-criticism, early trauma, recurrent depression, attachment issues. Previous episode resolved with therapy.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,NICE CG90: Short-term psychodynamic therapy for depression
"My husband has had issues with alcohol addiction in the past (he'd never admit to this). A while back (3 years ago), I asked him to stop drinking so much, and he agreed. I caught him one night drinking behind my back. I confronted him and he lied, but I told him I knew he was lying because I counted",Sleep Therapy,Anxiety,huggingface_counseling,
"I have been married for 20 years. He and I both cheated. I hid my cheating for 14 years. Over that time, I let life stress me out. I became depressed. When I finally woke up, he felt I had pushed him out.",Cognitive Behavioral Therapy,Stress,huggingface_counseling,
"Patient presents with caffeine, irregular schedule, screen use, sleep hygiene problems. Patient has tried self-management without success.",Sleep Therapy,Insomnia,clinical_knowledge_graph,AASM: Sleep hygiene education as component of CBT-I
"Patient presents with grief, loss, bereavement, adjustment disorder. Patient reports significant distress.",Psychodynamic Therapy,Depression,clinical_knowledge_graph,DSM-5: Prolonged grief disorder — psychodynamic or grief-focused therapy
"Patient presents with chronic depression, medication side effects, treatment-resistant depression. Patient has tried self-management without success.",Medication Management,Depression,clinical_knowledge_graph,NICE CG90: Combination of antidepressant + psychological therapy
"He said he would try and he never did. It's been nine months, and this is making me worse. Today, he said I have to respect whatever decision he makes. Is that true? Am I supposed to respect the decision to leave because he can't handle what I'm going through and leaves me here crying and worried ev",Cognitive Behavioral Therapy,Depression,huggingface_counseling,
"I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. I’m always there when he n",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a li",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I'm transgender, I know I am, but I've only told a few friends. I know I can't tell my family because of previous conversations we've had. They just wouldn't accept it.
My gender dysphoria is getting really difficult to deal with on my own. I need some strategies for dealing with it. What should I ",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
My daughter is in later elementary school. She can't color in the lines. Her words jumble together when she writes unless there are big spaces or she skips lines.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"My mother takes care of niece whom my sister abandoned. She calls me every day complaining, but I don't want to hear it anymore.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"Patient presents with exhaustion, work overload, emotional depletion. Impact on work and relationships noted.",Mindfulness-Based Therapy,Stress,clinical_knowledge_graph,APA: Mindfulness-Based Stress Reduction (MBSR) for occupational burnout
We've been in a long distance relationship for two and a half years. I recently saw his phone and saw the people he texts the most and one of them was a female coworker. I don't know how to approach this situation. How do I ask him about it?.,Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.",Cognitive Behavioral Therapy,Anxiety,huggingface_counseling,
